"","bin","OCCURRED","LAG"
"91339",64,09/01/10,  0
"91340",196,09/01/10,  0
"91341",220,09/01/10,  0
"91342",318,09/01/10,  0
"91343",465,09/01/10,  1
"91344",196,09/01/10,  0
"91345",64,09/01/10,  0
"91346",318,09/01/10,  0
"91457",391,09/01/10,  0
"91594",67,08/31/10,  0
"91595",176,08/31/10,  0
"91734",93,08/30/10,  0
"91735",42,08/30/10,  0
"91736",174,08/30/10,  0
"91737",201,08/30/10,  0
"91738",527,08/30/10,  0
"91739",78,08/30/10,  0
"91740",93,08/30/10,  0
"91741",297,08/30/10,  0
"91818",200,08/30/10,  0
"91819",200,08/30/10,  0
"91956",584,08/29/10,  0
"91957",493,08/29/10,  0
"91958",297,08/29/10,  0
"91959",573,08/29/10,  0
"91960",573,08/29/10,  0
"91961",108,08/29/10,  0
"91962",512,08/29/10,  0
"92169",472,08/28/10,  0
"92170",316,08/28/10,  0
"92171",218,08/28/10,  0
"92172",97,08/28/10,  0
"92173",97,08/28/10,  0
"92174",218,08/28/10,  0
"92340",445,08/27/10,  0
"92341",515,08/27/10,  0
"92342",445,08/27/10,  0
"92343",515,08/27/10,  0
"92344",515,08/27/10,  0
"92345",290,08/27/10,  0
"92539",22,08/26/10,  0
"92540",67,08/26/10,  0
"92541",132,08/26/10,  0
"92542",29,08/26/10,  0
"92543",132,08/26/10,  0
"92544",572,08/26/10,  1
"92545",67,08/26/10,  0
"92760",270,08/25/10,  0
"92761",469,08/25/10,  0
"92762",559,08/25/10,  0
"92763",559,08/25/10,  0
"92764",78,08/25/10,  0
"92964",415,08/24/10,  0
"92965",219,08/24/10,  0
"92966",415,08/24/10,  0
"92967",219,08/24/10,  0
"92987",367,08/24/10,  0
"92988",200,08/24/10,  0
"92989",370,08/24/10,  0
"93148",511,08/23/10,  0
"93149",443,08/23/10,  0
"93150",527,08/23/10,  0
"93151",79,08/23/10,  0
"93152",387,08/23/10,  0
"93153",492,08/23/10,  0
"93154",443,08/23/10,  0
"93155",46,08/23/10,  0
"93344",174,08/22/10,  0
"93345",530,08/22/10,  0
"93346",469,08/22/10,  0
"93347",243,08/22/10,  0
"93348",174,08/22/10,  0
"93518",492,08/21/10,  0
"93519",511,08/21/10,  0
"93520",315,08/21/10,  0
"93521",63,08/21/10,  0
"93522",511,08/21/10,  0
"93523",511,08/21/10,  0
"93780",447,08/20/10,  0
"93781",364,08/20/10,  0
"93782",407,08/20/10,  0
"93783",198,08/20/10,  0
"93784",200,08/20/10,  0
"93785",583,08/20/10,  0
"93786",198,08/20/10,  0
"93787",583,08/20/10,  0
"93788",200,08/20/10,  0
"93789",200,08/20/10,  0
"93894",491,08/20/10,  0
"93895",248,08/20/10,  0
"94005",198,08/19/10,  0
"94006",424,08/19/10,  0
"94007",131,08/19/10,  0
"94008",528,08/19/10,  0
"94226",122,08/18/10,  0
"94227",52,08/18/10,  0
"94228",52,08/18/10,  1
"94229",532,08/18/10,  0
"94230",393,08/18/10,  0
"94231",532,08/18/10,  0
"94232",446,08/18/10,  0
"94233",515,08/18/10,  0
"94234",468,08/18/10,  0
"94235",122,08/18/10,  0
"94236",79,08/18/10,  0
"94237",30,08/18/10,  0
"94238",393,08/18/10,  0
"94239",515,08/18/10,  0
"94240",52,08/18/10,  1
"94405",393,08/18/10,  0
"94406",393,08/18/10,  0
"94407",393,08/18/10,  0
"94428",90,08/18/10,  1
"94439",245,08/17/10,  0
"94440",357,08/17/10,  0
"94441",42,08/17/10,  0
"94442",357,08/17/10,  0
"94454",489,08/17/10,  0
"94457",544,08/17/10,  0
"94458",544,08/17/10,  0
"94459",292,08/17/10,  0
"94460",291,08/17/10,  0
"94461",418,08/17/10,  0
"94462",418,08/17/10,  0
"94463",55,08/17/10,  0
"94464",489,08/17/10,  0
"94465",291,08/17/10,  0
"94466",544,08/17/10,  0
"94467",447,08/17/10,  0
"94651",393,08/16/10,  0
"94652",512,08/16/10,  1
"94653",526,08/16/10,  0
"94654",541,08/16/10,  0
"94655",152,08/16/10,  0
"94656",137,08/16/10,  0
"94879",418,08/15/10,  0
"94880",321,08/15/10,  0
"94881",469,08/15/10,  0
"94882",469,08/15/10,  0
"94883",418,08/15/10,  0
"94884",77,08/15/10,  0
"94885",419,08/15/10,  0
"94886",451,08/15/10,  0
"94887",451,08/15/10,  0
"94888",77,08/15/10,  0
"95105",40,08/14/10,  0
"95108",66,08/14/10,  0
"95109",338,08/14/10,  0
"95110",398,08/14/10,  0
"95111",243,08/14/10,  0
"95112",40,08/14/10,  0
"95113",529,08/14/10,  0
"95114",77,08/14/10,  0
"95115",40,08/14/10,  0
"95116",529,08/14/10,  0
"95117",529,08/14/10,  0
"95118",66,08/14/10,  0
"95119",338,08/14/10,  0
"95120",40,08/14/10,  0
"95121",243,08/14/10,  0
"95303",29,08/13/10,  0
"95304",315,08/13/10,  0
"95305",514,08/13/10,  0
"95306",131,08/13/10,  0
"95307",469,08/13/10,  0
"95308",179,08/13/10,  1
"95309",315,08/13/10,  0
"95310",179,08/13/10,  1
"95535",79,08/12/10,  0
"95536",20,08/12/10,  0
"95537",472,08/12/10,  0
"95538",513,08/12/10,  0
"95539",20,08/12/10,  0
"95704",560,08/11/10,  0
"95705",174,08/11/10,  0
"95706",365,08/11/10,  0
"95707",51,08/11/10,  0
"95708",393,08/11/10,  0
"95710",586,08/11/10,  0
"95711",492,08/11/10,  0
"95712",365,08/11/10,  0
"95713",174,08/11/10,  0
"95714",586,08/11/10,  0
"95909",371,08/10/10,  0
"95910",393,08/10/10,  0
"95911",295,08/10/10,  0
"95912",491,08/10/10,  0
"95913",89,08/10/10,  0
"96087",83,08/09/10,  0
"96088",91,08/09/10,  0
"96286",424,08/08/10,  0
"96291",447,08/08/10,  0
"96292",470,08/08/10,  0
"96293",473,08/08/10,  0
"96294",447,08/08/10,  0
"96295",174,08/08/10,  0
"96296",447,08/08/10,  0
"96297",90,08/08/10,  0
"96298",174,08/08/10,  0
"96299",447,08/08/10,  0
"96483",65,08/07/10,  0
"96484",392,08/07/10,  0
"96485",528,08/07/10,  0
"96486",340,08/07/10,  0
"96487",65,08/07/10,  0
"96488",392,08/07/10,  0
"96489",391,08/07/10,  0
"96490",392,08/07/10,  0
"96491",392,08/07/10,  0
"96688",90,08/06/10,  0
"96689",67,08/06/10,  0
"96690",67,08/06/10,  1
"96691",174,08/06/10,  0
"96692",515,08/06/10,  0
"96693",492,08/06/10,  0
"96694",416,08/06/10,  0
"96695",292,08/06/10,  0
"96696",392,08/06/10,  0
"96697",150,08/06/10,  0
"96942",67,08/05/10,  0
"96943",418,08/05/10,  0
"96944",371,08/05/10,  0
"96945",371,08/05/10,  0
"96946",52,08/05/10,  0
"96947",29,08/05/10,  0
"96948",80,08/05/10,  0
"96949",132,08/05/10,  0
"96950",371,08/05/10,  0
"97088",199,08/05/10,  0
"97132",62,08/04/10,  0
"97133",20,08/04/10,  0
"97134",152,08/04/10,  0
"97135",421,08/04/10,  0
"97136",559,08/04/10,  0
"97137",152,08/04/10,  0
"97138",79,08/04/10,  0
"97139",421,08/04/10,  0
"97319",68,08/03/10,  0
"97320",67,08/03/10,  0
"97321",343,08/03/10,  0
"97322",340,08/03/10,  0
"97323",68,08/03/10,  0
"97324",314,08/03/10,  0
"97325",65,08/03/10,  0
"97489",90,08/02/10,  0
"97490",90,08/02/10,  0
"97703",138,08/01/10,  0
"97704",88,08/01/10,  0
"97770",528,08/01/10,  0
"97900",447,07/31/10,  0
"97901",447,07/31/10,  0
"97902",447,07/31/10,  0
"98158",92,07/30/10,  0
"98159",96,07/30/10,  0
"98160",268,07/30/10,  0
"98161",448,07/30/10,  0
"98162",448,07/30/10,  0
"98163",92,07/30/10,  0
"98164",451,07/30/10,  0
"98165",96,07/30/10,  0
"98166",448,07/30/10,  0
"98167",96,07/30/10,  0
"98368",530,07/29/10,  0
"98369",79,07/29/10,  0
"98370",79,07/29/10,  0
"98538",394,07/28/10,  0
"98539",151,07/28/10,  0
"98727",51,07/27/10,  0
"98728",51,07/27/10,  0
"98729",132,07/27/10,  0
"98897",93,07/26/10,  0
"98898",417,07/26/10,  0
"98899",543,07/26/10,  0
"98900",67,07/26/10,  0
"98901",66,07/26/10,  0
"98902",152,07/26/10,  0
"98903",67,07/26/10,  0
"98904",417,07/26/10,  0
"98905",65,07/26/10,  0
"99131",293,07/25/10,  0
"99132",545,07/25/10,  0
"99133",21,07/25/10,  0
"99134",21,07/25/10,  0
"99135",244,07/25/10,  0
"99136",110,07/25/10,  1
"99137",494,07/25/10,  0
"99138",293,07/25/10,  0
"99373",42,07/24/10,  0
"99374",421,07/24/10,  0
"99375",492,07/24/10,  0
"99620",243,07/23/10,  0
"99621",418,07/23/10,  0
"99622",547,07/23/10,  0
"99623",39,07/23/10,  0
"99624",93,07/23/10,  0
"99625",39,07/23/10,  0
"99626",245,07/23/10,  0
"99627",529,07/23/10,  0
"99628",46,07/23/10,  0
"99629",245,07/23/10,  0
"99630",529,07/23/10,  0
"99790",528,07/23/10,  0
"99831",20,07/22/10,  0
"99832",67,07/22/10,  0
"99833",79,07/22/10,  0
"99834",317,07/22/10,  0
"99835",559,07/22/10,  0
"99836",509,07/22/10,  0
"99837",625,07/22/10,  0
"100014",68,07/21/10,  0
"100015",469,07/21/10,  0
"100016",572,07/21/10,  0
"100017",343,07/21/10,  0
"100018",529,07/21/10,  0
"100019",529,07/21/10,  0
"100020",20,07/21/10,  0
"100188",446,07/20/10,  0
"100357",39,07/19/10,  0
"100358",39,07/19/10,  0
"100359",39,07/19/10,  0
"100360",39,07/19/10,  0
"100361",220,07/19/10,  0
"100362",513,07/19/10,  0
"100363",528,07/19/10,  0
"100597",68,07/18/10,  0
"100598",514,07/18/10,  0
"100789",98,07/17/10,  0
"100790",98,07/17/10,  0
"100791",559,07/17/10,  0
"101014",446,07/16/10,  0
"101015",51,07/16/10,  0
"101016",78,07/16/10,  0
"101017",319,07/16/10,  0
"101018",132,07/16/10,  0
"101019",42,07/16/10,  0
"101241",418,07/15/10,  0
"101242",338,07/15/10,  0
"101243",546,07/15/10,  0
"101244",465,07/15/10,  0
"101245",465,07/15/10,  0
"101246",152,07/15/10,  0
"101247",81,07/15/10,  0
"101248",528,07/15/10,  0
"101443",79,07/14/10,  0
"101444",315,07/14/10,  0
"101445",493,07/14/10,  0
"101446",530,07/14/10,  0
"101447",530,07/14/10,  0
"101448",530,07/14/10,  0
"101449",269,07/14/10,  0
"101450",79,07/14/10,  0
"101451",79,07/14/10,  0
"101452",465,07/14/10,  0
"101627",66,07/13/10,  0
"101628",55,07/13/10,  0
"101629",292,07/13/10,  0
"101630",55,07/13/10,  0
"101779",275,07/13/10,  0
"101780",275,07/13/10,  0
"101806",94,07/12/10,  0
"101807",399,07/12/10,  0
"101808",315,07/12/10,  0
"101809",528,07/12/10,  0
"102013",528,07/11/10,  0
"102014",512,07/11/10,  0
"102015",512,07/11/10,  0
"102016",154,07/11/10,  2
"102017",583,07/11/10,  0
"102216",30,07/10/10,  0
"102217",530,07/10/10,  0
"102381",120,07/09/10,  0
"102382",97,07/09/10,  0
"102383",533,07/09/10,  0
"102384",97,07/09/10,  0
"102385",294,07/09/10,  0
"102386",294,07/09/10,  0
"102387",340,07/09/10,  0
"102388",294,07/09/10,  0
"102389",422,07/09/10,  0
"102390",514,07/09/10,  0
"102391",514,07/09/10,  0
"102392",120,07/09/10,  0
"102393",120,07/09/10,  0
"102394",97,07/09/10,  0
"102395",120,07/09/10,  0
"102396",315,07/09/10,  0
"102397",514,07/09/10,  0
"102398",315,07/09/10,  0
"102399",514,07/09/10,  0
"102566",572,07/09/10,  0
"102567",572,07/09/10,  0
"102577",268,07/08/10,  0
"102578",526,07/08/10,  0
"102579",469,07/08/10,  0
"102580",526,07/08/10,  0
"102581",248,07/08/10,  0
"102787",79,07/07/10,  0
"102788",79,07/07/10,  0
"103112",514,07/06/10,  0
"103146",510,07/05/10,  0
"103147",528,07/05/10,  0
"103148",528,07/05/10,  0
"103302",491,07/04/10,  0
"103303",509,07/04/10,  0
"103304",222,07/04/10,  0
"103305",68,07/04/10,  0
"103306",509,07/04/10,  0
"103307",394,07/04/10,  0
"103308",509,07/04/10,  0
"103439",42,07/04/10,  0
"103470",488,07/03/10,  0
"103472",29,07/03/10,  0
"103473",93,07/03/10,  0
"103474",93,07/03/10,  0
"103475",471,07/03/10,  0
"103476",488,07/03/10,  0
"103477",546,07/03/10,  0
"103478",93,07/03/10,  0
"103479",488,07/03/10,  0
"103480",29,07/03/10,  0
"103481",492,07/03/10,  0
"103482",488,07/03/10,  0
"103627",446,07/03/10,  0
"103677",80,07/02/10,  0
"103678",54,07/02/10,  0
"103679",473,07/02/10,  0
"103680",510,07/02/10,  0
"103681",512,07/02/10,  0
"103682",87,07/02/10,  0
"103683",97,07/02/10,  0
"103684",80,07/02/10,  0
"103685",473,07/02/10,  0
"103686",290,07/02/10,  0
"103857",21,07/01/10,  0
"103858",79,07/01/10,  0
"103859",81,07/01/10,  0
"103860",80,07/01/10,  0
"103861",55,07/01/10,  0
"103862",290,07/01/10,  0
"103863",547,07/01/10,  0
"103864",21,07/01/10,  0
"103865",21,07/01/10,  0
"103866",79,07/01/10,  0
"103867",511,07/01/10,  0
"103868",90,07/01/10,  0
"103869",398,07/01/10,  0
"103870",89,07/01/10,  0
"103871",198,07/01/10,  0
"103872",317,07/01/10,  0
"103873",511,07/01/10,  0
"104075",220,06/30/10,  0
"104076",530,06/30/10,  0
"104077",198,06/30/10,  0
"104078",150,06/30/10,  0
"104079",91,06/30/10,  0
"104080",198,06/30/10,  0
"104260",79,06/29/10,  0
"104447",80,06/28/10,  0
"104448",531,06/28/10,  0
"104449",492,06/28/10,  0
"104624",93,06/27/10,  0
"104625",418,06/27/10,  0
"104626",93,06/27/10,  0
"104791",420,06/26/10,  0
"104792",472,06/26/10,  1
"104793",392,06/26/10,  0
"104794",12,06/26/10,  1
"104994",11,06/25/10,  0
"104995",12,06/25/10,  0
"104996",43,06/25/10,  0
"104997",43,06/25/10,  0
"105190",511,06/24/10,  0
"105191",318,06/24/10,  0
"105192",511,06/24/10,  0
"105193",511,06/24/10,  0
"105194",79,06/24/10,  0
"105395",152,06/23/10,  0
"105396",396,06/23/10,  0
"105397",558,06/23/10,  0
"105398",53,06/23/10, 30
"105399",246,06/23/10,  0
"105400",396,06/23/10,  0
"105401",110,06/23/10,  0
"105587",220,06/22/10,  0
"105588",321,06/22/10,  0
"105589",292,06/22/10,  0
"105590",494,06/22/10,  0
"105591",133,06/22/10,  0
"105592",292,06/22/10,  0
"105593",494,06/22/10,  0
"105594",292,06/22/10,  0
"105595",494,06/22/10,  0
"105771",174,06/21/10,  0
"105772",245,06/21/10,  0
"105773",316,06/21/10,  0
"105774",174,06/21/10,  0
"105775",245,06/21/10,  0
"105980",66,06/20/10,  0
"105981",20,06/20/10,  0
"105982",66,06/20/10,  0
"105983",66,06/20/10,  0
"105984",447,06/20/10,  0
"105985",447,06/20/10,  0
"106181",39,06/19/10,  0
"106182",78,06/19/10,  0
"106183",198,06/19/10,  0
"106184",269,06/19/10,  0
"106185",79,06/19/10,  0
"106186",79,06/19/10,  0
"106187",198,06/19/10,  0
"106188",21,06/19/10,  0
"106189",529,06/19/10,  0
"106190",293,06/19/10,  0
"106191",269,06/19/10,  0
"106377",80,06/18/10,  0
"106378",67,06/18/10,  0
"106379",220,06/18/10,  0
"106380",469,06/18/10,  0
"106381",20,06/18/10,  0
"106550",512,06/17/10,  0
"106551",246,06/17/10,  0
"106552",76,06/17/10,  0
"106553",200,06/17/10,  0
"106554",319,06/17/10,  0
"106555",559,06/17/10,  1
"106556",200,06/17/10,  0
"106557",246,06/17/10,  0
"106558",295,06/17/10,  0
"106559",318,06/17/10,  0
"106560",494,06/17/10,  0
"106757",12,06/16/10,  0
"106758",39,06/16/10,  0
"106759",154,06/16/10,  0
"106760",393,06/16/10,  0
"106761",12,06/16/10,  0
"106936",64,06/15/10,  0
"106937",270,06/15/10,  0
"106938",270,06/15/10,  0
"106961",105,06/15/10,  0
"107143",53,06/14/10,  0
"107144",365,06/14/10,  0
"107145",174,06/14/10,  0
"107223",40,06/14/10,  0
"107224",419,06/14/10,  0
"107338",529,06/13/10,  0
"107339",547,06/13/10,  0
"107340",290,06/13/10,  0
"107341",387,06/13/10,  0
"107342",67,06/13/10,  0
"107344",508,06/13/10,  0
"107345",290,06/13/10,  0
"107524",12,06/12/10,  0
"107525",514,06/12/10,  0
"107526",54,06/12/10,  0
"107527",66,06/12/10,  0
"107528",42,06/12/10,  0
"107529",33,06/12/10,  0
"107530",468,06/12/10,  0
"107531",174,06/12/10,  0
"107532",446,06/12/10,  0
"107533",441,06/12/10,  0
"107534",445,06/12/10,  0
"107535",66,06/12/10,  0
"107536",533,06/12/10,  0
"107625",509,06/12/10,  0
"107737",66,06/11/10,  0
"107743",83,06/11/10,  0
"107744",66,06/11/10,  0
"107745",66,06/11/10,  0
"107746",198,06/11/10,  0
"107747",220,06/11/10,  0
"107748",101,06/11/10,  0
"107749",117,06/11/10,  0
"107750",91,06/11/10,  0
"107751",198,06/11/10,  0
"107752",89,06/11/10,  0
"107930",85,06/10/10,  0
"107931",487,06/10/10,  0
"107932",79,06/10/10,  0
"107933",80,06/10/10,  1
"107934",85,06/10/10,  0
"107935",223,06/10/10,  0
"107936",393,06/10/10,  0
"107937",66,06/10/10,  1
"107938",116,06/10/10,  0
"107939",82,06/10/10,  0
"107940",66,06/10/10,  1
"107942",572,06/10/10,  0
"107943",79,06/10/10,  0
"108079",76,06/10/10,  0
"108117",469,06/09/10,  0
"108118",66,06/09/10,  0
"108119",290,06/09/10,  0
"108120",469,06/09/10,  0
"108121",392,06/09/10,  0
"108122",392,06/09/10,  0
"108123",81,06/09/10,  0
"108124",547,06/09/10,  0
"108125",66,06/09/10,  0
"108126",445,06/09/10,  0
"108127",422,06/09/10,  0
"108128",445,06/09/10,  0
"108129",514,06/09/10,  0
"108130",490,06/09/10,  0
"108131",46,06/09/10,  0
"108132",572,06/09/10,  0
"108133",245,06/09/10,  0
"108134",174,06/09/10,  0
"108135",52,06/09/10,  0
"108377",81,06/08/10,  0
"108378",81,06/08/10,  0
"108379",487,06/08/10,  0
"108380",399,06/08/10,  0
"108381",398,06/08/10,  0
"108382",64,06/08/10,  0
"108383",393,06/08/10,  0
"108384",42,06/08/10,  0
"108589",140,06/07/10,  0
"108590",529,06/07/10,  0
"108591",338,06/07/10,  0
"108592",271,06/07/10,  0
"108593",150,06/07/10,  0
"108594",246,06/07/10,  0
"108595",448,06/07/10,  0
"108596",271,06/07/10,  0
"108597",338,06/07/10,  0
"108757",510,06/06/10,  0
"108758",557,06/06/10,  0
"108759",296,06/06/10,  0
"108760",446,06/06/10,  0
"108761",41,06/06/10,  0
"108762",94,06/06/10,  1
"108763",81,06/06/10,  0
"108764",202,06/06/10,  0
"108765",557,06/06/10,  0
"108766",490,06/06/10,  0
"108767",492,06/06/10,  0
"108768",529,06/06/10,  0
"108769",446,06/06/10,  0
"108770",516,06/06/10,  0
"108771",244,06/06/10,  0
"108772",175,06/06/10,  0
"108773",557,06/06/10,  0
"108774",296,06/06/10,  0
"108775",41,06/06/10,  0
"108776",81,06/06/10,  0
"108777",175,06/06/10,  0
"108778",198,06/06/10,  0
"108779",65,06/06/10,  0
"108780",342,06/06/10,  0
"108781",342,06/06/10,  0
"108935",469,06/05/10,  0
"108943",469,06/05/10,  0
"108944",245,06/05/10,  0
"108945",469,06/05/10,  0
"108946",544,06/05/10,  0
"108947",469,06/05/10,  0
"108948",514,06/05/10,  0
"108949",544,06/05/10,  0
"108950",544,06/05/10,  0
"108951",472,06/05/10,  0
"108952",370,06/05/10,  1
"108953",245,06/05/10,  0
"108954",545,06/05/10,  2
"108955",370,06/05/10,  1
"108956",544,06/05/10,  0
"109166",94,06/04/10,  0
"109167",393,06/04/10,  0
"109168",197,06/04/10,  0
"109169",13,06/04/10,  0
"109170",84,06/04/10,  0
"109171",66,06/04/10,  0
"109172",492,06/04/10,  0
"109173",414,06/04/10,  0
"109174",290,06/04/10,  0
"109175",12,06/04/10,  0
"109176",12,06/04/10,  0
"109177",81,06/04/10,  0
"109178",12,06/04/10,  0
"109179",446,06/04/10,  0
"109180",29,06/04/10,  0
"109181",368,06/04/10,  0
"109182",94,06/04/10,  0
"109183",393,06/04/10,  0
"109184",13,06/04/10,  0
"109185",65,06/04/10,  0
"109407",515,06/03/10,  0
"109408",338,06/03/10,  0
"109409",559,06/03/10,  0
"109410",492,06/03/10,  0
"109411",78,06/03/10,  0
"109412",491,06/03/10,  0
"109413",494,06/03/10,  1
"109414",223,06/03/10,  0
"109415",528,06/03/10,  0
"109416",544,06/03/10,  0
"109417",559,06/03/10,  0
"109418",198,06/03/10,  0
"109419",514,06/03/10,  0
"109420",338,06/03/10,  0
"109421",269,06/03/10,  0
"109422",492,06/03/10,  0
"109423",494,06/03/10,  1
"109424",494,06/03/10,  1
"109567",334,06/03/10,  0
"109623",90,06/02/10,  0
"109624",509,06/02/10,  0
"109625",20,06/02/10,  0
"109626",421,06/02/10,  0
"109627",514,06/02/10,  0
"109628",514,06/02/10,  0
"109629",514,06/02/10,  0
"109630",514,06/02/10,  0
"109631",295,06/02/10,  0
"109799",64,06/02/10,  0
"109800",64,06/02/10,  0
"109802",243,06/01/10,  0
"109803",509,06/01/10,  0
"109804",243,06/01/10,  0
"109833",511,06/01/10,  0
"109834",572,06/01/10,  0
"109835",64,06/01/10,  0
"109836",368,06/01/10,  0
"109837",368,06/01/10,  0
"109838",387,06/01/10,  0
"109839",81,06/01/10,  0
"109840",445,06/01/10,  0
"109841",526,06/01/10,  1
"109842",445,06/01/10,  0
"110035",47,05/31/10,  0
"110036",414,05/31/10,  0
"110037",414,05/31/10,  0
"110094",494,05/31/10,  0
"110199",78,05/30/10,  0
"110200",547,05/30/10,  0
"110201",78,05/30/10,  0
"110202",245,05/30/10,  0
"110203",245,05/30/10,  0
"110282",67,05/30/10,  0
"110392",20,05/29/10,  0
"110393",92,05/29/10,  0
"110394",493,05/29/10,  0
"110395",92,05/29/10,  0
"110396",80,05/29/10,  0
"110397",41,05/29/10,  0
"110398",20,05/29/10,  0
"110399",92,05/29/10,  0
"110400",90,05/29/10,  0
"110401",20,05/29/10,  0
"110402",64,05/29/10,  0
"110403",448,05/29/10,  0
"110404",493,05/29/10,  0
"110405",219,05/29/10,  0
"110591",56,05/28/10,  0
"110592",448,05/28/10,  0
"110593",493,05/28/10,  0
"110594",415,05/28/10,  0
"110595",560,05/28/10,  0
"110596",268,05/28/10,  0
"110597",337,05/28/10,  0
"110598",175,05/28/10,  0
"110823",65,05/27/10,  0
"110824",220,05/27/10,  0
"110825",465,05/27/10,  0
"110826",543,05/27/10,  0
"110827",543,05/27/10,  0
"110828",368,05/27/10,  0
"110829",549,05/27/10,  0
"110830",132,05/27/10,  0
"110831",220,05/27/10,  0
"110832",465,05/27/10,  0
"110833",132,05/27/10,  0
"110834",133,05/27/10,  0
"110835",149,05/27/10,  0
"110836",368,05/27/10,  0
"110837",543,05/27/10,  0
"110990",28,05/27/10,  0
"111072",80,05/26/10,  0
"111073",248,05/26/10,  1
"111074",509,05/26/10,  0
"111075",531,05/26/10,  0
"111076",509,05/26/10,  0
"111077",63,05/26/10,  0
"111078",248,05/26/10,  1
"111079",514,05/26/10,  0
"111080",514,05/26/10,  0
"111081",198,05/26/10,  0
"111082",509,05/26/10,  0
"111083",531,05/26/10,  0
"111084",559,05/26/10,  0
"111299",413,05/25/10,  0
"111300",415,05/25/10,  0
"111301",67,05/25/10,  0
"111302",271,05/25/10,  0
"111303",271,05/25/10,  0
"111329",12,05/25/10,  0
"111330",154,05/25/10,  0
"111331",405,05/25/10,  0
"111332",405,05/25/10,  0
"111333",489,05/25/10,  0
"111437",55,05/25/10,  0
"111438",63,05/25/10,  0
"111521",491,05/24/10,  0
"111522",63,05/24/10,  0
"111523",443,05/24/10,  0
"111524",464,05/24/10,  0
"111525",269,05/24/10,  0
"111526",71,05/24/10,  0
"111527",245,05/24/10,  0
"111528",491,05/24/10,  0
"111529",68,05/24/10,  0
"111530",122,05/24/10,  0
"111531",245,05/24/10,  0
"111532",71,05/24/10,  0
"111533",71,05/24/10,  0
"111534",65,05/24/10,  0
"111535",420,05/24/10,  0
"111536",310,05/24/10,  0
"111537",65,05/24/10,  0
"111621",419,05/24/10,  0
"111735",492,05/23/10,  0
"111736",66,05/23/10,  0
"111737",496,05/23/10,  0
"111738",68,05/23/10,  1
"111739",529,05/23/10,  0
"111740",223,05/23/10,  0
"111741",544,05/23/10,  0
"111742",268,05/23/10,  0
"111744",268,05/23/10,  0
"111745",542,05/23/10,  0
"111746",223,05/23/10,  0
"111747",467,05/23/10,  1
"111748",467,05/23/10,  1
"111750",66,05/23/10,  0
"111751",68,05/23/10,  1
"111752",544,05/23/10,  0
"111953",531,05/22/10,  0
"111954",418,05/22/10,  0
"111955",150,05/22/10,  0
"111956",393,05/22/10,  0
"111957",55,05/22/10,  0
"111958",543,05/22/10,  0
"111959",393,05/22/10,  0
"111960",512,05/22/10,  0
"111961",119,05/22/10,  0
"111962",119,05/22/10,  0
"111963",543,05/22/10,  0
"111964",66,05/22/10,  0
"111965",543,05/22/10,  0
"111966",62,05/22/10,  0
"112109",533,05/22/10,  1
"112191",446,05/21/10,  0
"112194",293,05/21/10,  0
"112195",66,05/21/10,  0
"112196",89,05/21/10,  0
"112197",511,05/21/10,  0
"112198",447,05/21/10,  0
"112199",543,05/21/10,  0
"112200",150,05/21/10,  0
"112201",293,05/21/10,  0
"112202",150,05/21/10,  0
"112203",543,05/21/10,  0
"112320",560,05/21/10,  0
"112321",560,05/21/10,  0
"112399",96,05/20/10,  0
"112400",532,05/20/10,  1
"112401",421,05/20/10,  0
"112402",79,05/20/10,  0
"112403",80,05/20/10,  0
"112404",67,05/20/10,  0
"112405",271,05/20/10,  0
"112406",96,05/20/10,  0
"112407",321,05/20/10,  0
"112408",96,05/20/10,  0
"112409",79,05/20/10,  0
"112410",55,05/20/10,  0
"112411",96,05/20/10,  0
"112412",510,05/20/10,  0
"112413",79,05/20/10,  0
"112414",421,05/20/10,  0
"112415",79,05/20/10,  0
"112416",96,05/20/10,  0
"112615",79,05/19/10,  0
"112616",12,05/19/10,  0
"112617",583,05/19/10,  0
"112618",624,05/19/10,  0
"112619",337,05/19/10,  0
"112620",583,05/19/10,  0
"112758",387,05/19/10,  0
"112768",79,05/19/10,  0
"112774",245,05/19/10,118
"112817",66,05/18/10,  0
"112818",43,05/18/10,  0
"112819",66,05/18/10,  0
"112820",83,05/18/10,  0
"112821",528,05/18/10,  0
"112822",174,05/18/10,  1
"112823",571,05/18/10,  0
"112824",546,05/18/10,  0
"112825",66,05/18/10,  0
"112826",174,05/18/10,  1
"112827",546,05/18/10,  0
"112828",470,05/18/10,  0
"113023",80,05/17/10,  0
"113024",545,05/17/10,  0
"113025",528,05/17/10,  0
"113026",132,05/17/10,  0
"113027",369,05/17/10,  0
"113028",80,05/17/10,  0
"113050",220,05/17/10,  0
"113051",199,05/17/10,  0
"113052",291,05/17/10,  0
"113053",188,05/17/10,  0
"113054",188,05/17/10,  0
"113055",91,05/17/10,  0
"113243",515,05/16/10,  0
"113244",529,05/16/10,  0
"113245",533,05/16/10,  0
"113246",391,05/16/10,  1
"113247",421,05/16/10,  0
"113248",393,05/16/10,  0
"113249",77,05/16/10,  0
"113250",67,05/16/10,  0
"113251",488,05/16/10,  0
"113252",421,05/16/10,  0
"113253",365,05/16/10,  0
"113470",419,05/15/10,  0
"113474",489,05/15/10,  0
"113475",150,05/15/10,  0
"113476",199,05/15/10,  0
"113477",47,05/15/10,  0
"113478",419,05/15/10,  0
